username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
Rawanradwan8;2017-12-13 16:27;0;0;"I booked a ticket to Dubai this morning just to watch ‘Star Wars: The Last Jedi,’ that’s how dedicated I am... You could imagine how it’d be if we had cinemas in the Kingdom.” Nahar Alhamrani. #StarWarsTheLastJedi #SaudiMovieTitles #SaudiCinema #السينما_السعودية #افلام_سعودية https:// twitter.com/arab_news/stat us/940944579829944322 …";;;#StarWarsTheLastJedi #SaudiMovieTitles #SaudiCinema # #;"940951356692713472";https://twitter.com/Rawanradwan8/status/940951356692713472
Rawanradwan8;2017-12-13 16:24;0;0;"“With the introduction of cinemas, an industry will surely happen.I’ve worked so hard to achieve my dream and my goal is to come back and throw myself into the game as soon as I can and be a part of the movement.”- Yaser Hammad #SaudiMovieTitles #السينما_في_السعودية #افلام_سعودية https:// twitter.com/arab_news/stat us/940944579829944322 …";;;#SaudiMovieTitles # #;"940950572836048896";https://twitter.com/Rawanradwan8/status/940950572836048896
unitedsince80s;2017-12-13 16:15;0;0;"24 Hours: The Secret Soldiers of Benggali #SaudiMovieTitles";;;#SaudiMovieTitles;"940948200231333888";https://twitter.com/unitedsince80s/status/940948200231333888
unitedsince80s;2017-12-13 16:06;0;0;"Sunni #SaudiMovieTitles";;;#SaudiMovieTitles;"940946120062013440";https://twitter.com/unitedsince80s/status/940946120062013440
ZayaanAhmed;2017-12-13 16:01;0;0;"Mr. & Mrs. Sheikh Abdulla #SaudiMovieTitles";;;#SaudiMovieTitles;"940944759878705152";https://twitter.com/ZayaanAhmed/status/940944759878705152
ZayaanAhmed;2017-12-13 15:58;0;0;"Rise of the planet of the camels #saudimovietitles";;;#saudimovietitles;"940944088672505856";https://twitter.com/ZayaanAhmed/status/940944088672505856
ZayaanAhmed;2017-12-13 15:56;0;0;"Gone wudu gone #SaudiMovieTitles";;;#SaudiMovieTitles;"940943410076180480";https://twitter.com/ZayaanAhmed/status/940943410076180480
Amekkya;2017-12-13 15:45;1;0;"The guardians of the mall #SaudiMovieTitles";;;#SaudiMovieTitles;"940940763843715072";https://twitter.com/Amekkya/status/940940763843715072
AhmedBakr0781;2017-12-13 15:41;1;0;"Salman and Robin #SaudiMovieTitles";;;#SaudiMovieTitles;"940939652684500994";https://twitter.com/AhmedBakr0781/status/940939652684500994
iAM_Wajdi;2017-12-13 15:39;0;0;"bearded family #SaudiMovieTitles https:// twitter.com/mariamshifaa/s tatus/940363467374051328 …";;;#SaudiMovieTitles;"940939212089683968";https://twitter.com/iAM_Wajdi/status/940939212089683968
BoLhodaaa;2017-12-13 15:35;0;0;"Percy jackson: the lightning sheikh #SaudiMovieTitles";;;#SaudiMovieTitles;"940938103577104385";https://twitter.com/BoLhodaaa/status/940938103577104385
khansheharyar;2017-12-13 15:22;1;0;"Congrats to #SaudiArabia on lifting of ban on cinemas, now Saudis get to a pay a fee to watch themselves portrayed as terrorists in every Hollywood movie.. #SaudiMovieTitles";;;#SaudiArabia #SaudiMovieTitles;"940934909417443333";https://twitter.com/khansheharyar/status/940934909417443333
BoLhodaaa;2017-12-13 15:20;0;0;"What happened to mandy #SaudiMovieTitles";;;#SaudiMovieTitles;"940934564704374784";https://twitter.com/BoLhodaaa/status/940934564704374784
matthk;2017-12-13 15:16;0;2;"#SaudiMovieTitles has to be the puntastic hashtag of the year “I know what you ate last Ramadan” “Yemen in Black” “It’s always sunni in Philadelphia” https:// twitter.com/ajenglish/stat us/940566923930058752 …";;;#SaudiMovieTitles;"940933356132245505";https://twitter.com/matthk/status/940933356132245505
BoLhodaaa;2017-12-13 15:14;0;0;"Kingsman: the golden kabsa #SaudiMovieTitles";;;#SaudiMovieTitles;"940933041245052929";https://twitter.com/BoLhodaaa/status/940933041245052929
MirusDaily;2017-12-13 15:09;4;13;"Salman's Eleven Sex and The Caliphate Arabian Pie Four Wedding and a Beheading Pride and Religious Prejudice #SaudiMovieTitles";;;#SaudiMovieTitles;"940931724703301632";https://twitter.com/MirusDaily/status/940931724703301632
sabagilanii;2017-12-13 15:05;0;2;"A monster in jawazat #SaudiMovieTitles";;;#SaudiMovieTitles;"940930741411737600";https://twitter.com/sabagilanii/status/940930741411737600
jamilalazayem;2017-12-13 14:58;0;3;"Fifty Shades of Astaghfirullah #SaudiMovieTitles";;;#SaudiMovieTitles;"940929023777165313";https://twitter.com/jamilalazayem/status/940929023777165313
Ri_ha_m7;2017-12-13 14:53;0;0;"#SaudiMovieTitles Kareem";;;#SaudiMovieTitles;"940927652659113984";https://twitter.com/Ri_ha_m7/status/940927652659113984
Ri_ha_m7;2017-12-13 14:53;0;0;"#SaudiMovieTitles Saudi sweethearts";;;#SaudiMovieTitles;"940927572170469376";https://twitter.com/Ri_ha_m7/status/940927572170469376
Ri_ha_m7;2017-12-13 14:52;1;1;"#SaudiMovieTitles The wedding mazoon";;;#SaudiMovieTitles;"940927324014497793";https://twitter.com/Ri_ha_m7/status/940927324014497793
debra_mcc;2017-12-13 14:52;0;1;"Just go #SaudiMovieTitles";;;#SaudiMovieTitles;"940927315025936385";https://twitter.com/debra_mcc/status/940927315025936385
sabagilanii;2017-12-13 14:50;0;0;"50 shades of thoab #SaudiMovieTitles";;;#SaudiMovieTitles;"940926987870326785";https://twitter.com/sabagilanii/status/940926987870326785
blablaq80;2017-12-13 14:48;1;1;"Lord of the rigs #saudimovietitles pic.twitter.com/DGGwQ5nQVp";;;#saudimovietitles;"940926303863263232";https://twitter.com/blablaq80/status/940926303863263232
JoJuggernaut;2017-12-13 14:41;1;0;"Men in White. #SaudiMovieTitles pic.twitter.com/41QaCNb7dz";;;#SaudiMovieTitles;"940924704151523328";https://twitter.com/JoJuggernaut/status/940924704151523328
Giova29769009;2017-12-13 14:39;0;0;"Z5jlDo2f #SaudiMovieTitles pic.twitter.com/gHacgAhrno ”";;;#SaudiMovieTitles;"940924187862011904";https://twitter.com/Giova29769009/status/940924187862011904
taBOSSum;2017-12-13 14:33;0;0;"Tell us your version of #SaudiMovieTitles https:// thebusinessfront.com/2017/12/13/sau di-arabia-lifted-35-year-old-ban-on-cinemas-and-it-unleashed-hilarious-tweets/ …";;;#SaudiMovieTitles;"940922724334968833";https://twitter.com/taBOSSum/status/940922724334968833
akashantod;2017-12-13 14:32;0;0;"#SaudiMovieTitles Monster in law 7amaty";;;#SaudiMovieTitles;"940922253486841856";https://twitter.com/akashantod/status/940922253486841856
kanneliburo;2017-12-13 14:29;1;4;"robbing hoodh #SaudiMovieTitles";;;#SaudiMovieTitles;"940921506049093632";https://twitter.com/kanneliburo/status/940921506049093632
francisdon2;2017-12-13 14:28;0;0;"#SaudiMovieTitles the movie titles are killing me";;;#SaudiMovieTitles;"940921336674832384";https://twitter.com/francisdon2/status/940921336674832384
akashantod;2017-12-13 14:27;0;0;"#SaudiMovieTitles Crazy stupid love haram";;;#SaudiMovieTitles;"940921159620624384";https://twitter.com/akashantod/status/940921159620624384
PopSugarAR;2017-12-13 14:24;0;0;"لن تتمالكوا أنفسكم من كثرة الضحك حقّاً SaudiMovieTitles ##اقترح_اسم_فلم_سعودي https:// ar.popsugar.com/44359689";;;# #;"940920386971160578";https://twitter.com/PopSugarAR/status/940920386971160578
abyStoic;2017-12-13 14:22;0;0;"Kill Habill vol. 1 #SaudiMovieTitles";;;#SaudiMovieTitles;"940919859566669824";https://twitter.com/abyStoic/status/940919859566669824
islam4mirghani;2017-12-13 14:21;0;1;"#SaudiMovieTitles I'm cryyying";;;#SaudiMovieTitles;"940919517630357511";https://twitter.com/islam4mirghani/status/940919517630357511
abyStoic;2017-12-13 14:19;0;1;"Let the saheeh one in #SaudiMovieTitles";;;#SaudiMovieTitles;"940919135466221568";https://twitter.com/abyStoic/status/940919135466221568
partyynomo;2017-12-13 14:18;0;0;"12years a khariji #SaudiMovieTitles";;;#SaudiMovieTitles;"940918757479866368";https://twitter.com/partyynomo/status/940918757479866368
BiggieBogs;2017-12-13 14:15;3;40;"Devil Wears Abaya #SaudiMovieTitles https:// twitter.com/awkwardmuslim/ status/940195644379160577 …";;;#SaudiMovieTitles;"940918073850130432";https://twitter.com/BiggieBogs/status/940918073850130432
kanneliburo;2017-12-13 14:14;0;4;"the ifthar club #SaudiMovieTitles";;;#SaudiMovieTitles;"940917902156349440";https://twitter.com/kanneliburo/status/940917902156349440
abyStoic;2017-12-13 14:13;0;1;"Halal Beerfest #SaudiMovieTitles";;;#SaudiMovieTitles;"940917623264485384";https://twitter.com/abyStoic/status/940917623264485384
theAA88830260;2017-12-13 14:11;0;1;"The Sheikhs of Hazard #SaudiMovieTitles";;;#SaudiMovieTitles;"940917172225880064";https://twitter.com/theAA88830260/status/940917172225880064
jisraelll;2017-12-13 14:00;0;1;"this #SaudiMovieTitles are killing me";;;#SaudiMovieTitles;"940914230433165313";https://twitter.com/jisraelll/status/940914230433165313
PieceOfWs;2017-12-13 13:52;0;0;"حياة وسن #SaudiMovieTitles";;;#SaudiMovieTitles;"940912233802031104";https://twitter.com/PieceOfWs/status/940912233802031104
scarredgeneeus;2017-12-13 13:51;1;2;"#SaudiMovieTitles How I met your Kafeel";;;#SaudiMovieTitles;"940912060996767745";https://twitter.com/scarredgeneeus/status/940912060996767745
mohamedrehan__;2017-12-13 13:46;0;0;"The Dark Khalifah Rises #SaudiMovieTitles";;;#SaudiMovieTitles;"940910751497125894";https://twitter.com/mohamedrehan__/status/940910751497125894
Mo_Taha1;2017-12-13 13:45;0;2;"This is gold lol more hilarious #SaudiMovieTitles https:// twitter.com/mode992/status /940910115355467777 …";;;#SaudiMovieTitles;"940910596551270400";https://twitter.com/Mo_Taha1/status/940910596551270400
mode992;2017-12-13 13:43;0;3;"- The Passion of the Issa - Pulp Fitnah - Dark Knight Ribba - Bolice Academy - Pirates of the Quarban - The nikkah-book - When Halal met Salafi #SaudiMovieTitles";;;#SaudiMovieTitles;"940910115355467777";https://twitter.com/mode992/status/940910115355467777
aminuzimit;2017-12-13 13:37;0;0;"What happens in private, stays in private #SaudiMovieTitles";;;#SaudiMovieTitles;"940908456042778624";https://twitter.com/aminuzimit/status/940908456042778624
Dxski_;2017-12-13 13:35;0;0;""Fantastic Four Wives" had me dyingggg... #SaudiMovieTitles";;;#SaudiMovieTitles;"940908065808887808";https://twitter.com/Dxski_/status/940908065808887808
Eyemenut;2017-12-13 13:33;0;2;"The Zikrtator #SaudiMovieTitles";;;#SaudiMovieTitles;"940907485128298501";https://twitter.com/Eyemenut/status/940907485128298501
Eyemenut;2017-12-13 13:30;0;1;"The last Jeddah #SaudiMovieTitles";;;#SaudiMovieTitles;"940906748478496769";https://twitter.com/Eyemenut/status/940906748478496769
Mo_Taha1;2017-12-13 13:27;0;4;"- The Day after bin Nayef - The Qatar Games - The 40-Year-Old Virgin - Gone with the Wobblers - Hairy Potter - Sleeping With Israel - Sunni Wars: The Last Sufi - Moonsight - Shirk 3 - The Amazing Salafi-Man - The Wolf of Riyadh - The Chronicles of Salman #SaudiMovieTitles";;;#SaudiMovieTitles;"940905960452886528";https://twitter.com/Mo_Taha1/status/940905960452886528
Mo_Taha1;2017-12-13 13:26;1;4;"- Eat, Pray Five Times, Love - Fifty Shades of Astaghfirullah - Lord of the Wahhabis: The Fellowship of MBS - The Planet of the Fakes - Need for Salah - It’s Always Sunni in Philadelphia - Guardians of the Israeli - No Country For Female Drivers #SaudiMovieTitles";;;#SaudiMovieTitles;"940905820518264832";https://twitter.com/Mo_Taha1/status/940905820518264832
Mo_Taha1;2017-12-13 13:24;8;13;"Get ready to laugh. The best #saudimovietitles compilation: - Harry Potter and the Prisoner of Ritz-Carlton - I Know What You Ate Last Ramadan - Bid’ah Boys, Bid’ah Boys, What You Gonna Do - Fasting and Furious - Mission Imbossible - The Wahhabi of Oz";;;#saudimovietitles;"940905352568229888";https://twitter.com/Mo_Taha1/status/940905352568229888
zaydoun;2017-12-13 13:19;6;5;"لا يفوتكم #saudimovietitles";;;#saudimovietitles;"940903931357679616";https://twitter.com/zaydoun/status/940903931357679616
scarredgeneeus;2017-12-13 13:16;0;1;"#SaudiMovieTitles Shawarma Squad";;;#SaudiMovieTitles;"940903130056753154";https://twitter.com/scarredgeneeus/status/940903130056753154
Calitossway;2017-12-13 13:06;2;3;"Lord of the Jumah #SaudiMovieTitles";;;#SaudiMovieTitles;"940900845415227392";https://twitter.com/Calitossway/status/940900845415227392
chalnickal;2017-12-13 13:05;0;0;"#SaudiMovieTitles the 10 commandments of suadi Arabia";;;#SaudiMovieTitles;"940900507819929600";https://twitter.com/chalnickal/status/940900507819929600
saharesfandiari;2017-12-13 13:02;0;0;"#SaudiMovieTitles is a laugh BUT fyi Saudi movies already very much exist, I watched one on Netflix last week and it was good. (it's called barakah meets barakah if anyone is interested!) https:// twitter.com/BonsaiSky/stat us/940219844955435009 …";;;#SaudiMovieTitles;"940899731097772037";https://twitter.com/saharesfandiari/status/940899731097772037
mar_yaam;2017-12-13 13:02;0;1;"#SaudiMovieTitles The Sound of Qu'ran";;;#SaudiMovieTitles;"940899696331116544";https://twitter.com/mar_yaam/status/940899696331116544
MohammedAghbari;2017-12-13 13:02;0;3;"50 Shades Of Astaghfurallah #SaudiMovieTitles";;;#SaudiMovieTitles;"940899676869578753";https://twitter.com/MohammedAghbari/status/940899676869578753
chalnickal;2017-12-13 12:58;1;3;"#SaudiMovieTitles Trend is so lit";;;#SaudiMovieTitles;"940898631552512002";https://twitter.com/chalnickal/status/940898631552512002
chalnickal;2017-12-13 12:49;5;7;"#SaudiMovieTitles Catch king if you can";;;#SaudiMovieTitles;"940896462099177473";https://twitter.com/chalnickal/status/940896462099177473
halimabubakarr;2017-12-13 12:41;1;2;"The Devil wears Tasamim #SaudiMovieTitles";;;#SaudiMovieTitles;"940894549232226306";https://twitter.com/halimabubakarr/status/940894549232226306
mar_yaam;2017-12-13 12:38;2;2;"#SaudiMovieTitles the 7alal, the 7aram and the 3eib";;;#SaudiMovieTitles;"940893649302409218";https://twitter.com/mar_yaam/status/940893649302409218
halimabubakarr;2017-12-13 12:37;2;2;"#SaudiMovieTitles Olympus has Inna'li lahi";;;#SaudiMovieTitles;"940893310654275584";https://twitter.com/halimabubakarr/status/940893310654275584
halimabubakarr;2017-12-13 12:35;0;1;"#SaudiMovieTitles The Halal, the Haram, and the ugly.";;;#SaudiMovieTitles;"940892988691148801";https://twitter.com/halimabubakarr/status/940892988691148801
GloryRibs;2017-12-13 12:28;0;1;"#SaudiMovieTitles 10 things i hate about Jew";;;#SaudiMovieTitles;"940891099417251840";https://twitter.com/GloryRibs/status/940891099417251840
MallamUnknown;2017-12-13 12:23;4;5;"How I met your Wali #SaudiMovieTitles";;;#SaudiMovieTitles;"940889975347965952";https://twitter.com/MallamUnknown/status/940889975347965952
thehussein1001;2017-12-13 12:22;0;0;"Indiana Jones and The Last Jihad #SaudiMovieTitles";;;#SaudiMovieTitles;"940889633566674944";https://twitter.com/thehussein1001/status/940889633566674944
moh_yaser759;2017-12-13 12:21;0;0;"A Hologram For His Highness #SaudiMovieTitles";;;#SaudiMovieTitles;"940889425030066177";https://twitter.com/moh_yaser759/status/940889425030066177
Amaragey;2017-12-13 12:20;0;0;"How to train your Buraq #SaudiMovieTitles";;;#SaudiMovieTitles;"940889127360323584";https://twitter.com/Amaragey/status/940889127360323584
Amaragey;2017-12-13 12:18;0;0;"Hoshaa club #SaudiMovieTitles";;;#SaudiMovieTitles;"940888560021975041";https://twitter.com/Amaragey/status/940888560021975041
moh_yaser759;2017-12-13 12:17;0;0;"The Fault In Our Satan #SaudiMovieTitles";;;#SaudiMovieTitles;"940888521367224320";https://twitter.com/moh_yaser759/status/940888521367224320
1Halawany;2017-12-13 12:15;0;1;"Sleepless in sharurah #SaudiMovieTitles";;;#SaudiMovieTitles;"940887934198272000";https://twitter.com/1Halawany/status/940887934198272000
HimaMossad;2017-12-13 12:15;1;0;"superman ben Jor_El VS Batman ben wayne #SaudiMovieTitles";;;#SaudiMovieTitles;"940887813419098114";https://twitter.com/HimaMossad/status/940887813419098114
Amaragey;2017-12-13 12:14;0;0;"Gay land #SaudiMovieTitles";;;#SaudiMovieTitles;"940887646573924353";https://twitter.com/Amaragey/status/940887646573924353
MohammedAghbari;2017-12-13 12:14;8;12;"Charlie and the Kabsa factory #SaudiMovieTitles";;;#SaudiMovieTitles;"940887595877314560";https://twitter.com/MohammedAghbari/status/940887595877314560
HussamAdeil;2017-12-13 12:06;0;0;"#SaudiMovieTitles {ولئن سألتهم ليقولن إنما كنا نخوض ونلعب قل أبالله وآياته ورسوله كنتم تستهزئون * لا تعتذروا قد كفرتم بعد إيمانكم}";;;#SaudiMovieTitles;"940885743794315264";https://twitter.com/HussamAdeil/status/940885743794315264
MohammedAghbari;2017-12-13 12:06;0;2;"The beauty Mashallah and the beast #SaudiMovieTitles";;;#SaudiMovieTitles;"940885698579755008";https://twitter.com/MohammedAghbari/status/940885698579755008
1Halawany;2017-12-13 12:05;0;1;"Taif chainsaw #HorrorMovies #SaudiMovieTitles pic.twitter.com/TMBgAXn6Wy";;;#HorrorMovies #SaudiMovieTitles;"940885273176666112";https://twitter.com/1Halawany/status/940885273176666112
1Halawany;2017-12-13 12:02;0;2;"#SaudiMovieTitles Breakfast at fitaihi #moonriver pic.twitter.com/KkNNePfXrK";;;#SaudiMovieTitles #moonriver;"940884704697430016";https://twitter.com/1Halawany/status/940884704697430016
SammerHaddad;2017-12-13 12:02;0;0;"Inglourious $#%!@##SaudiMovieTitles";;@;# # #SaudiMovieTitles;"940884618445803520";https://twitter.com/SammerHaddad/status/940884618445803520
shahidm;2017-12-13 11:55;0;1;"Lunch hour spend giggling over #SaudiMovieTitles";;;#SaudiMovieTitles;"940882846746660864";https://twitter.com/shahidm/status/940882846746660864
Murshida5;2017-12-13 11:54;0;1;"Faisal and the falafel factory #SaudiMovieTitles #Jeddah";;;#SaudiMovieTitles #Jeddah;"940882584258711554";https://twitter.com/Murshida5/status/940882584258711554
Amaragey;2017-12-13 11:49;0;0;"My name is Saud #SaudiMovieTitles";;;#SaudiMovieTitles;"940881398533165060";https://twitter.com/Amaragey/status/940881398533165060
Amaragey;2017-12-13 11:46;0;0;"The sand white #SaudiMovieTitles";;;#SaudiMovieTitles;"940880592786345984";https://twitter.com/Amaragey/status/940880592786345984
Ali__Abdalla;2017-12-13 11:45;0;1;"Jeddah has fallen #SaudiMovieTitles";;;#SaudiMovieTitles;"940880432001966085";https://twitter.com/Ali__Abdalla/status/940880432001966085
_Lamin__;2017-12-13 11:43;0;0;"This trend tho... #SaudiMovieTitles";;;#SaudiMovieTitles;"940879876927737857";https://twitter.com/_Lamin__/status/940879876927737857
HamzaShiban;2017-12-13 11:31;0;0;"Beauty in the jeep #SaudiMovieTitles";;;#SaudiMovieTitles;"940876788573659136";https://twitter.com/HamzaShiban/status/940876788573659136
itsamforu;2017-12-13 11:30;0;0;"just for fun!!! prince of Arabia guardians of Saudi pirates of Arabian war of the planet of Sauds astagfirulla land now you see me driving #SaudiMovieTitles";;;#SaudiMovieTitles;"940876667693780992";https://twitter.com/itsamforu/status/940876667693780992
HamzaShiban;2017-12-13 11:25;0;1;"The Black Neswan #SaudiMovieTitles";;;#SaudiMovieTitles;"940875277097472001";https://twitter.com/HamzaShiban/status/940875277097472001
HamzaShiban;2017-12-13 11:24;1;1;"Billion dollar habibi #SaudiMovieTitles";;;#SaudiMovieTitles;"940875118196248576";https://twitter.com/HamzaShiban/status/940875118196248576
HaSeebABB;2017-12-13 11:11;0;0;"#SaudiMovieTitles " The @NandosSA on the Tahlia Street " " The Applebelle "";;@NandosSA;#SaudiMovieTitles;"940871699578441728";https://twitter.com/HaSeebABB/status/940871699578441728
thenameismoon;2017-12-13 11:10;0;0;"do Kung Fu Hay2a and Full Metal Niqab make the cut? #SaudiMovieTitles";;;#SaudiMovieTitles;"940871613083512832";https://twitter.com/thenameismoon/status/940871613083512832
elsayedsaad55;2017-12-13 11:06;1;5;"Rise of the planet of the women #SaudiMovieTitles";;;#SaudiMovieTitles;"940870436866416641";https://twitter.com/elsayedsaad55/status/940870436866416641
hitchpster;2017-12-13 11:04;0;0;"Dr. Hubun Ghurayb or How I Learned to Stop Worrying and Bomb Yemen #SaudiMovieTitles";;;#SaudiMovieTitles;"940870047643459584";https://twitter.com/hitchpster/status/940870047643459584
desilawyer786;2017-12-13 11:02;0;0;"There’s something about hijabi #SaudiMovieTitles";;;#SaudiMovieTitles;"940869435707002880";https://twitter.com/desilawyer786/status/940869435707002880
PopSugarME;2017-12-13 11:02;0;1;"#SaudiMovieTitles https:// me.popsugar.com/love/SaudiMovi eTitles-Trending-44359453 …";;;#SaudiMovieTitles;"940869420049666049";https://twitter.com/PopSugarME/status/940869420049666049
hitchpster;2017-12-13 11:01;0;0;"FGM: Director's cut. #SaudiMovieTitles";;;#SaudiMovieTitles;"940869280249335808";https://twitter.com/hitchpster/status/940869280249335808
hitchpster;2017-12-13 10:59;1;1;"Child Bride: The story of Muhammad and Aisha. #SaudiMovieTitles";;;#SaudiMovieTitles;"940868783845109760";https://twitter.com/hitchpster/status/940868783845109760
omarelhu;2017-12-13 10:32;0;0;"Tent of a woman #SaudiMovieTitles";;;#SaudiMovieTitles;"940862028062838784";https://twitter.com/omarelhu/status/940862028062838784
h4ckademic;2017-12-13 10:13;0;0;"Attack of the Thobes #SaudiMovieTitles";;;#SaudiMovieTitles;"940857117203927041";https://twitter.com/h4ckademic/status/940857117203927041
BasilBAllawati;2017-12-13 10:06;0;0;"The sound of Shelat #SaudiMovieTitles";;;#SaudiMovieTitles;"940855331420286978";https://twitter.com/BasilBAllawati/status/940855331420286978
araby322;2017-12-13 10:06;0;2;"Bad makwa #SaudiMovieTitles";;;#SaudiMovieTitles;"940855328148779008";https://twitter.com/araby322/status/940855328148779008
MarieHeinze;2017-12-13 09:56;3;1;"#SaudiMovieTitles is one of the best hashtags ever. Made my start into the day an excellent one. Thanks to all who contributed and to @SebastianMSons for pointing it out to me... https:// twitter.com/yousef/status/ 940561180711677953 …";;@SebastianMSons;#SaudiMovieTitles;"940852866260066304";https://twitter.com/MarieHeinze/status/940852866260066304
mohmuslimali;2017-12-13 09:54;0;1;"The Rise and Fall of Houthi #SaudiMovieTitles";;;#SaudiMovieTitles;"940852289572626432";https://twitter.com/mohmuslimali/status/940852289572626432
mohmuslimali;2017-12-13 09:44;0;2;"How to lose your burqa in 10 days #SaudiMovieTitles";;;#SaudiMovieTitles;"940849843714580480";https://twitter.com/mohmuslimali/status/940849843714580480
mohmuslimali;2017-12-13 09:42;0;0;"50 First Arab Dates #SaudiMovieTitles";;;#SaudiMovieTitles;"940849354902040582";https://twitter.com/mohmuslimali/status/940849354902040582
hanifbarker_kwt;2017-12-13 09:33;0;0;"Al-Muntaqimun: The age of the Musliums #SaudiMovieTitles";;;#SaudiMovieTitles;"940847038094348289";https://twitter.com/hanifbarker_kwt/status/940847038094348289
taimooriqbal3;2017-12-13 09:26;0;0;"No Country for old Expatriates #SaudiMovieTitles";;;#SaudiMovieTitles;"940845362318925824";https://twitter.com/taimooriqbal3/status/940845362318925824
taimooriqbal3;2017-12-13 09:24;0;0;"The Devil's Kafeel #SaudiMovieTitles";;;#SaudiMovieTitles;"940844833262002176";https://twitter.com/taimooriqbal3/status/940844833262002176
taimooriqbal3;2017-12-13 09:24;0;0;"Indiana Jones and the last Iqama #SaudiMovieTitles";;;#SaudiMovieTitles;"940844747408715778";https://twitter.com/taimooriqbal3/status/940844747408715778
I_Aneesh;2017-12-13 09:23;0;0;"@wassupdeepak @rohankgoyal check up the #SaudiMovieTitles tag its crazy !";;@wassupdeepak @rohankgoyal;#SaudiMovieTitles;"940844715452391424";https://twitter.com/I_Aneesh/status/940844715452391424
Oumkolthom;2017-12-13 09:17;0;0;"#SaudiMovieTitles The Woman in Iron Mask";;;#SaudiMovieTitles;"940842998719500288";https://twitter.com/Oumkolthom/status/940842998719500288
Oumkolthom;2017-12-13 09:16;0;0;"#SaudiMovieTitles Diablo Unchained(after Ramadan)";;;#SaudiMovieTitles;"940842901050920960";https://twitter.com/Oumkolthom/status/940842901050920960
MohsenDabour;2017-12-13 09:07;0;0;"#SaudiMovieTitles Gone horma";;;#SaudiMovieTitles;"940840463732543488";https://twitter.com/MohsenDabour/status/940840463732543488
muhamadalqasabi;2017-12-13 09:02;0;2;"The revenant insha'allah #SaudiMovieTitles";;;#SaudiMovieTitles;"940839340564996096";https://twitter.com/muhamadalqasabi/status/940839340564996096
daal_fry;2017-12-13 09:02;0;1;"Shutter Peninsula #SaudiMovieTitles";;;#SaudiMovieTitles;"940839240996392963";https://twitter.com/daal_fry/status/940839240996392963
Nourzm;2017-12-13 09:01;0;1;"Gone with the Seyool #SaudiMovieTitles";;;#SaudiMovieTitles;"940839166023294976";https://twitter.com/Nourzm/status/940839166023294976
0Arkham_Knight0;2017-12-13 08:49;0;0;"Saudi Squad #SaudiMovieTitles";;;#SaudiMovieTitles;"940836125467447296";https://twitter.com/0Arkham_Knight0/status/940836125467447296
abdulhadi_taj;2017-12-13 08:41;0;0;"#SaudiMovieTitles the hashtag of the year";;;#SaudiMovieTitles;"940834139242147840";https://twitter.com/abdulhadi_taj/status/940834139242147840
MohamedHIY;2017-12-13 08:31;0;0;"#SaudiMovieTitles The Kafil";;;#SaudiMovieTitles;"940831608013193222";https://twitter.com/MohamedHIY/status/940831608013193222
capt_mikesierra;2017-12-13 08:30;0;0;"#SaudiMovieTitles is the funniest thing happening on twitter right now";;;#SaudiMovieTitles;"940831363044913152";https://twitter.com/capt_mikesierra/status/940831363044913152
Oumkolthom;2017-12-13 08:30;0;0;"#SaudiMovieTitles The Life of Others";;;#SaudiMovieTitles;"940831280912044032";https://twitter.com/Oumkolthom/status/940831280912044032
moh_yaser759;2017-12-13 08:25;0;0;"The edge of tomorrow inshallah #SaudiMovieTitles";;;#SaudiMovieTitles;"940829900260413440";https://twitter.com/moh_yaser759/status/940829900260413440
MarcLotfalla;2017-12-13 08:15;1;0;"The Allahfather #SaudiMovieTitles";;;#SaudiMovieTitles;"940827441458810881";https://twitter.com/MarcLotfalla/status/940827441458810881
MarcLotfalla;2017-12-13 08:12;0;0;"2 swordsfish #SaudiMovieTitles";;;#SaudiMovieTitles;"940826769480962048";https://twitter.com/MarcLotfalla/status/940826769480962048
ahmadsnuhu_;2017-12-13 08:10;0;0;"xXx: Return of the sheiks #SaudiMovieTitles https:// twitter.com/awkwardmuslim/ status/940195644379160577 …";;;#SaudiMovieTitles;"940826323177570304";https://twitter.com/ahmadsnuhu_/status/940826323177570304
Mohamed_Ashraaf;2017-12-13 08:08;1;0;"The wizard of OZama #SaudiMovieTitles";;;#SaudiMovieTitles;"940825708410163201";https://twitter.com/Mohamed_Ashraaf/status/940825708410163201
Mohamed_Ashraaf;2017-12-13 08:07;0;0;"The Godfather “astaghfer allah” #SaudiMovieTitles";;;#SaudiMovieTitles;"940825600318681088";https://twitter.com/Mohamed_Ashraaf/status/940825600318681088
MarcLotfalla;2017-12-13 08:03;1;0;"Just like janna #SaudiMovieTitles";;;#SaudiMovieTitles;"940824552799694848";https://twitter.com/MarcLotfalla/status/940824552799694848
JoudSiraj;2017-12-13 07:55;1;1;"Beauty and iblees #SaudiMovieTitles";;;#SaudiMovieTitles;"940822377809743873";https://twitter.com/JoudSiraj/status/940822377809743873
Abdeen1984;2017-12-13 07:34;0;0;"Abaya Land #SaudiMovieTitles";;;#SaudiMovieTitles;"940817263824920576";https://twitter.com/Abdeen1984/status/940817263824920576
tashabakar;2017-12-13 07:32;0;1;"The Syaitan Wears Louboutins #SaudiMovieTitles";;;#SaudiMovieTitles;"940816798672355330";https://twitter.com/tashabakar/status/940816798672355330
