username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
coconatson;2017-12-12 06:41;0;1;"The Hummus Centipede (First Sequence) #SaudiMovieTitles";;;#SaudiMovieTitles;"940441561820569600";https://twitter.com/coconatson/status/940441561820569600
aymz_a;2017-12-12 06:39;0;1;"Justice ليش? #SaudiMovieTitles";;;#SaudiMovieTitles;"940440941596413952";https://twitter.com/aymz_a/status/940440941596413952
MARTINMYSTERY3;2017-12-12 06:38;0;1;"To, Sheikh with love #SaudiMovieTitles";;;#SaudiMovieTitles;"940440727049392130";https://twitter.com/MARTINMYSTERY3/status/940440727049392130
AyeshaR_786;2017-12-12 06:38;0;0;"@Alhamdhulillaah #SaudiMovieTitles "Ramaldaan is for Fasting not Feasting" OR "New clothes Only for Children this Eid".";;@Alhamdhulillaah;#SaudiMovieTitles;"940440581179834369";https://twitter.com/AyeshaR_786/status/940440581179834369
taha_wasti;2017-12-12 06:34;0;1;"Halaal Seduction #SaudiMovieTitles";;;#SaudiMovieTitles;"940439656642109440";https://twitter.com/taha_wasti/status/940439656642109440
HassanGarat1;2017-12-12 06:23;0;2;"Wahabi men can't jump #SaudiMovieTitles";;;#SaudiMovieTitles;"940436912254328833";https://twitter.com/HassanGarat1/status/940436912254328833
saeedkm;2017-12-12 06:16;0;1;"Das Oil #SaudiMovieTitles https:// twitter.com/awkwardmuslim/ status/940195644379160577 …";;;#SaudiMovieTitles;"940435189229948928";https://twitter.com/saeedkm/status/940435189229948928
AAljaied;2017-12-12 06:11;1;1;"#SaudiMovieTitles Saudi Nation!";;;#SaudiMovieTitles;"940434004402196480";https://twitter.com/AAljaied/status/940434004402196480
munshhi;2017-12-12 06:07;7;32;"Star Wars: The Last Jihad. #SaudiMovieTitles";;;#SaudiMovieTitles;"940432899995664385";https://twitter.com/munshhi/status/940432899995664385
Humadh_;2017-12-12 06:07;0;1;"Kingsman: The Golden Saudis #SaudiMovieTitles";;;#SaudiMovieTitles;"940432828214394881";https://twitter.com/Humadh_/status/940432828214394881
hishaamu;2017-12-12 05:56;6;17;"Drag me to Jahannam #SaudiMovieTitles";;;#SaudiMovieTitles;"940430119105044480";https://twitter.com/hishaamu/status/940430119105044480
Izaaaaaaaaan;2017-12-12 05:53;0;2;"Wonder Fathima #SaudiMovieTitles";;;#SaudiMovieTitles;"940429364180672512";https://twitter.com/Izaaaaaaaaan/status/940429364180672512
georgewrussell;2017-12-12 05:49;0;1;"Houtha Party 2 #SaudiMovieTitles";;;#SaudiMovieTitles;"940428278208249856";https://twitter.com/georgewrussell/status/940428278208249856
GuppyOnWheels;2017-12-12 05:41;2;17;"Emperor's New Tajweed. #SaudiMovieTitles";;;#SaudiMovieTitles;"940426415471607809";https://twitter.com/GuppyOnWheels/status/940426415471607809
pyramidsofpizza;2017-12-12 05:11;0;1;"i feel like i should've said salafi squad #SaudiMovieTitles";;;#SaudiMovieTitles;"940418852877471744";https://twitter.com/pyramidsofpizza/status/940418852877471744
shaielb;2017-12-12 05:10;0;0;"People always slam Saudi Arabia for being medieval, then when someone tries to change that, they slam him. Shouldn't we show some support for MBT in his reforms? #SaudiMovieTitles #SaudiArabia https://www. nytimes.com/2017/12/11/wor ld/middleeast/saudi-arabia-movie-theaters.html?mtrref=www.google.com&gwh=B8FFD3D9199B97C41DFA9026B257C3F8&gwt=pay …";;;#SaudiMovieTitles #SaudiArabia;"940418506620727296";https://twitter.com/shaielb/status/940418506620727296
Sam1ya_;2017-12-12 05:02;0;1;"101 wives #SaudiMovieTitles https:// twitter.com/noorsnook/stat us/940218876989603840 …";;;#SaudiMovieTitles;"940416562435149824";https://twitter.com/Sam1ya_/status/940416562435149824
midoooksa;2017-12-12 04:59;0;0;"Congratulations to the Saudi people in opening an official cinema in Saudi Arabia⁦ ⁩ https:// english.alarabiya.net/en/News/gulf/2 017/12/11/Cinemas-in-Saudi-Arabia-to-get-licenses-in-2018.html … #SaudiArabia #SaudiMovieTitles #SaudiArabia #SaudiCinema #Cinema #السينما_في_السعوديه #المملكة_العربية_السعودية";;;#SaudiArabia #SaudiMovieTitles #SaudiArabia #SaudiCinema #Cinema # #;"940415716183986177";https://twitter.com/midoooksa/status/940415716183986177
midoooksa;2017-12-12 04:51;0;0;"I was a Saudi, there was a cinema in Subyinia in Saudi Arabia and then in the nineties canceled for a religious coup and then was officially licensed cinema in Saudi Arabia #SaudiCinema #SaudiMovieTitles #SaudiArabia";;;#SaudiCinema #SaudiMovieTitles #SaudiArabia;"940413686325399555";https://twitter.com/midoooksa/status/940413686325399555
THEMEADBORN;2017-12-12 04:48;0;0;"127 princes #SaudiMovieTitles";;;#SaudiMovieTitles;"940413058811383809";https://twitter.com/THEMEADBORN/status/940413058811383809
maka1687;2017-12-12 04:38;0;0;"Million Riyal Baby #SaudiMovieTitles";;;#SaudiMovieTitles;"940410548012961792";https://twitter.com/maka1687/status/940410548012961792
linaa_lulu;2017-12-12 04:34;1;1;"Careem driver spy by charger #SaudiMovieTitles";;;#SaudiMovieTitles;"940409381933391872";https://twitter.com/linaa_lulu/status/940409381933391872
geemeen;2017-12-12 04:32;0;0;"#SaudiMovieTitles ini asoy dah pagi2 bacanya...";;;#SaudiMovieTitles;"940409094900350976";https://twitter.com/geemeen/status/940409094900350976
Yamini45518838;2017-12-12 04:32;108;104;"#السينما_في_السعودية #UCLdraw Is quran the order of allah? When I read sura 25 aayat 59,I find 1.Quran isn't the order of god 2.The quran speaker is different from the 1 who created universe in 6 days. https:// twitter.com/_ASHWANI_KUMAR _/status/940213703630143488/video/1 … #SaudiMovieTitles #Muslims @MuslimIQ @MuslimElders";;@MuslimIQ @MuslimElders;# #UCLdraw #SaudiMovieTitles #Muslims;"940409032677969920";https://twitter.com/Yamini45518838/status/940409032677969920
DmechanicDavid;2017-12-12 04:31;0;0;"The Revenge of Allahzilla #saudimovietitles";;;#saudimovietitles;"940408646768517120";https://twitter.com/DmechanicDavid/status/940408646768517120
chip_uni;2017-12-12 04:29;0;0;"Guardians of her gender role: Volume 2 #SaudiMovieTitles";;;#SaudiMovieTitles;"940408262087753728";https://twitter.com/chip_uni/status/940408262087753728
yanamurci;2017-12-12 04:12;0;1;"Those #SaudiMovieTitles made my morning pic.twitter.com/Ift4Qhlp7w";;;#SaudiMovieTitles;"940404022103519233";https://twitter.com/yanamurci/status/940404022103519233
Pannalalpraja10;2017-12-12 04:06;0;0;"#अंधश्रद्धाभक्ति_खतरा_ए_जान http:// bit.ly/Andh_Shradha In Holy Kuran Muhammad Saheb has asked us to have faith in 'ALLAH TALA ' and no one else. #SaudiArabia #SaudiMovieTitles #Muslims #SaudiCinema @MianAslam_ @MuslimAdvocates @MuslimIQ @MuslimCouncil @MuslimElders pic.twitter.com/rbdv5AWi1N";;@MianAslam_ @MuslimAdvocates @MuslimIQ @MuslimCouncil @MuslimElders;# #SaudiArabia #SaudiMovieTitles #Muslims #SaudiCinema;"940402474527096835";https://twitter.com/Pannalalpraja10/status/940402474527096835
abdoulqadeeir;2017-12-12 04:03;0;0;"80 days at Madinah #SaudiMovieTitles";;;#SaudiMovieTitles;"940401609221255168";https://twitter.com/abdoulqadeeir/status/940401609221255168
IxZaid;2017-12-12 04:02;0;0;"K for kill #SaudiMovieTitles pic.twitter.com/XXvQVRYoDR";;;#SaudiMovieTitles;"940401510067965954";https://twitter.com/IxZaid/status/940401510067965954
IxZaid;2017-12-12 03:58;0;0;"The face of the face , white #SaudiMovieTitles pic.twitter.com/gRnxdm6Muc";;;#SaudiMovieTitles;"940400365027188736";https://twitter.com/IxZaid/status/940400365027188736
degerreadodo;2017-12-12 03:58;0;0;"#SaudiMovieTitles https://www. middleeastmonitor.com/20171211-saudi movietitles/#.Wi83pTZyXo0.twitter … @MiddleEastMnt aracılığıyla";;@MiddleEastMnt;#SaudiMovieTitles #;"940400313579769860";https://twitter.com/degerreadodo/status/940400313579769860
butteredgeorge;2017-12-12 03:57;0;1;"Taqiyya Sunrise #SaudiMovieTitles";;;#SaudiMovieTitles;"940400232382132224";https://twitter.com/butteredgeorge/status/940400232382132224
lantic4;2017-12-12 03:56;0;0;"Thobe Gun #SaudiMovieTitles";;;#SaudiMovieTitles;"940399918308524033";https://twitter.com/lantic4/status/940399918308524033
WickedlyAsh;2017-12-12 03:54;0;1;"4 wives and a funeral #SaudiMovieTitles";;;#SaudiMovieTitles;"940399342799560704";https://twitter.com/WickedlyAsh/status/940399342799560704
lantic4;2017-12-12 03:53;0;0;"In The Palace Alone #SaudiMovieTitles";;;#SaudiMovieTitles;"940399055217315841";https://twitter.com/lantic4/status/940399055217315841
lantic4;2017-12-12 03:51;0;0;"Proposalun Fahashun #SaudiMovieTitles";;;#SaudiMovieTitles;"940398720935481344";https://twitter.com/lantic4/status/940398720935481344
samaa_helmy;2017-12-12 03:47;0;1;"We Need to Talk About Heaven #SaudiMovieTitles";;;#SaudiMovieTitles;"940397732002451456";https://twitter.com/samaa_helmy/status/940397732002451456
samaa_helmy;2017-12-12 03:41;0;0;"No Good Deen #SaudiMovieTitles";;;#SaudiMovieTitles;"940396052594810880";https://twitter.com/samaa_helmy/status/940396052594810880
samaa_helmy;2017-12-12 03:39;0;0;"The Theory of Enfetah #SaudiMovieTitles";;;#SaudiMovieTitles;"940395543414665216";https://twitter.com/samaa_helmy/status/940395543414665216
dinaShanti199;2017-12-12 03:28;0;0;"موجود لدينا منتجات تخسيس وزن ومنتج للبشرة_وللشعر_والقولون موجود للطلب والاستفسار راسلوني على الخاص #عموري_هلالي #قاطعوا_المطاعم_الامريكيه #قتري #حط_نك_وصارحه_بكلمتين #السينما_منكر_واشاعه_معصيه #كلمات_اخفاها_الزمن #زد_رصيدك70 #SaudiMovieTitles #البحرين #سوريا pic.twitter.com/JMzoFurxkb";;;# # # # # # # #SaudiMovieTitles # #;"940392845919358981";https://twitter.com/dinaShanti199/status/940392845919358981
dinaShanti199;2017-12-12 03:06;0;0;"عندك #كرش وتبي يتخلص خلال 12يوم فقط دون رجعه مع تثبيت الوزن من خلال كورس وحمية ونظام معين من خلالي #زد_رصيدك70 #عموري_هلالي #عيد_ميلاد_عبدالله_المالكي #الحوثيون_يقتلون_الصحفيين #قتري #ابوحور_نجم_الاوسكار #الدحيل #تلفزيون_قطر #SaudiMovieTitles #البحرين #رياضه #فلسطين #تشويش_واضح pic.twitter.com/zE85oIqQRY";;;# # # # # # # # # #SaudiMovieTitles # # # #;"940387383006187520";https://twitter.com/dinaShanti199/status/940387383006187520
AitBouayach;2017-12-12 03:05;0;0;"Gone in 60 hizb. Lost in djennah. War of the Arab worlds. The good, the Saudi and the Israeli. #SaudiMovieTitles";;;#SaudiMovieTitles;"940387050427158529";https://twitter.com/AitBouayach/status/940387050427158529
iamsulaiman_47;2017-12-12 02:58;0;0;"The Hookah Sheikh #SaudiMovieTitles";;;#SaudiMovieTitles;"940385238965981184";https://twitter.com/iamsulaiman_47/status/940385238965981184
ezzzra;2017-12-12 02:55;0;0;"Okay #SaudiMovieTitles is the funniest hashtag I've come across in a while";;;#SaudiMovieTitles;"940384538827554817";https://twitter.com/ezzzra/status/940384538827554817
NouriSardar;2017-12-12 02:54;1;6;"Drive (unless you’re a woman) #SaudiMovieTitles";;;#SaudiMovieTitles;"940384351379972096";https://twitter.com/NouriSardar/status/940384351379972096
jeahmarsbars;2017-12-12 02:51;0;0;"The Sheikh and I #SaudiMovieTitles";;;#SaudiMovieTitles;"940383590302601218";https://twitter.com/jeahmarsbars/status/940383590302601218
asystoly;2017-12-12 02:47;0;0;"The Salafi Network #SaudiMovieTitles";;;#SaudiMovieTitles;"940382469878149120";https://twitter.com/asystoly/status/940382469878149120
ThesageNewshub;2017-12-12 02:45;1;2;"http://www. tsnh.rocks/2017/11/free-k eyboard-input-android-apps.html?m=1 … (Top 5 Free #Keyboard and #Input #Apps for #Android ) #TSNHTV #UELdraw #SaudiMovieTitles #readingfc #TheWalkingDeadUK #QuestionsYouMayNotAskMe #TheLastJedi #CardiffCity #WalkingDead #snow #sneachta #999WhatsYourEmergency #ReasonsImOnTheNiceList #Yankees @AP pic.twitter.com/GnRfidxVHB";;@AP;#Keyboard #Input #Apps #Android #TSNHTV #UELdraw #SaudiMovieTitles #readingfc #TheWalkingDeadUK #QuestionsYouMayNotAskMe #TheLastJedi #CardiffCity #WalkingDead #snow #sneachta #999WhatsYourEmergency #ReasonsImOnTheNiceList #Yankees;"940381948584890369";https://twitter.com/ThesageNewshub/status/940381948584890369
iamsulaiman_47;2017-12-12 02:39;0;0;"Captain Sulaiman #SaudiMovieTitles";;;#SaudiMovieTitles;"940380549486727168";https://twitter.com/iamsulaiman_47/status/940380549486727168
A_Aljadea;2017-12-12 02:37;0;0;"#السينما_في_السعوديه .. مشاركة دولية وآفاق واعدة. http://www. ajel.sa/local/2012451 #SaudiMovieTitles #Cinema";;;# #SaudiMovieTitles #Cinema;"940380046992330752";https://twitter.com/A_Aljadea/status/940380046992330752
eryngga;2017-12-12 02:36;0;0;"Lebih keren How To Train Your Camel #saudimovietitles";;;#saudimovietitles;"940379799221972992";https://twitter.com/eryngga/status/940379799221972992
_W4S4BI;2017-12-12 02:35;1;0;"Gangs of Jeddah #SaudiMovieTitles";;;#SaudiMovieTitles;"940379652765507584";https://twitter.com/_W4S4BI/status/940379652765507584
justhuman0099;2017-12-12 02:31;0;1;"http://www. cnn.com/2017/12/11/pol itics/donald-trump-women-allegations/index.html … #TheWalkingDead #GoldenGlobes #TheLastJedi #Trump #trumprapist #StarWarsTheLastJedi #Jerusalem #SaudiMovieTitles";;;#TheWalkingDead #GoldenGlobes #TheLastJedi #Trump #trumprapist #StarWarsTheLastJedi #Jerusalem #SaudiMovieTitles;"940378518445264901";https://twitter.com/justhuman0099/status/940378518445264901
mary_9622;2017-12-12 02:31;9;31;"Sheikhspeare in Love #SaudiMovieTitles";;;#SaudiMovieTitles;"940378418880897026";https://twitter.com/mary_9622/status/940378418880897026
ipputts;2017-12-12 02:28;0;2;"Oh this is why hashtag #SaudiMovieTitles going viral huh? I’m crying. https:// twitter.com/ap/status/9401 43759425236992 …";;;#SaudiMovieTitles;"940377856261025793";https://twitter.com/ipputts/status/940377856261025793
esvanana;2017-12-12 02:19;0;4;"Fijne suggesties voor het eerste bioscoopprogramma in Riyad onder de hashtag #SaudiMovieTitles . https:// twitter.com/fulelo/status/ 940188719469953025 …";;;#SaudiMovieTitles;"940375531278782464";https://twitter.com/esvanana/status/940375531278782464
la_Siro;2017-12-12 02:03;0;0;"Sepagi ini twitter berulah.. #SaudiMovieTitles";;;#SaudiMovieTitles;"940371493438885889";https://twitter.com/la_Siro/status/940371493438885889
tareeq_i_am;2017-12-12 02:03;0;2;"Haraam-bae #SaudiMovieTitles";;;#SaudiMovieTitles;"940371484115111938";https://twitter.com/tareeq_i_am/status/940371484115111938
zaayyddd;2017-12-12 01:58;0;0;"The dictator #SaudiMovieTitles";;;#SaudiMovieTitles;"940370341586599938";https://twitter.com/zaayyddd/status/940370341586599938
mariamshifaa;2017-12-12 01:56;0;4;"Designated Shawarma. #SaudiMovieTitles";;;#SaudiMovieTitles;"940369614906712064";https://twitter.com/mariamshifaa/status/940369614906712064
atl5120;2017-12-12 01:53;0;0;"Smokey and the Bedwin #SaudiMovieTitles";;;#SaudiMovieTitles;"940368971848732672";https://twitter.com/atl5120/status/940368971848732672
kagwa02;2017-12-12 01:51;0;1;"#SaudiMovieTitles A million ways to die in the desert";;;#SaudiMovieTitles;"940368449787883520";https://twitter.com/kagwa02/status/940368449787883520
kagwa02;2017-12-12 01:48;0;1;"#SaudiMovieTitles How to get away with plunder";;;#SaudiMovieTitles;"940367598797148160";https://twitter.com/kagwa02/status/940367598797148160
kagwa02;2017-12-12 01:45;0;1;"#SaudiMovieTitles The Mining Contract";;;#SaudiMovieTitles;"940367041155993601";https://twitter.com/kagwa02/status/940367041155993601
trendinaliaID;2017-12-12 01:39;0;0;"⒈ #DGITMbagitiketDWP17 ⒉ #TolCkmpk ⒊ #SaudiMovieTitles ⒋ #DagienkzVenaInMotion ⒌ #greeners ⒍ Jakarta ⒎ Harbolnas ⒏ Chelsea vs Barcelona ⒐ Ketua DPR ⒑ Rasuna Said 2017/12/12 06:25 WIB #trndnl http://www. trendinalia.com/twitter-trendi ng-topics/indonesia/indonesia-today.html …";;;#DGITMbagitiketDWP17 #TolCkmpk #SaudiMovieTitles #DagienkzVenaInMotion #greeners #trndnl;"940365416785833984";https://twitter.com/trendinaliaID/status/940365416785833984
jordanlgraham;2017-12-12 01:39;0;0;"Loving #SaudiMovieTitles today";;;#SaudiMovieTitles;"940365396082753536";https://twitter.com/jordanlgraham/status/940365396082753536
RayyanIsACrayon;2017-12-12 01:35;0;0;"The Nikkah, A love story #SaudiMovieTitles";;;#SaudiMovieTitles;"940364546367246336";https://twitter.com/RayyanIsACrayon/status/940364546367246336
mariamshifaa;2017-12-12 01:31;99;291;"Fantastic Beards and where to find them. #SaudiMovieTitles";;;#SaudiMovieTitles;"940363467374051328";https://twitter.com/mariamshifaa/status/940363467374051328
mariamshifaa;2017-12-12 01:28;1;4;"Star Wars: Revenge of the Sheikh #SaudiMovieTitles";;;#SaudiMovieTitles;"940362798156181505";https://twitter.com/mariamshifaa/status/940362798156181505
Ablaze__b;2017-12-12 01:28;4;0;"Terminator 2: Yaumul Qiyamah #SaudiMovieTitles";;;#SaudiMovieTitles;"940362576134852608";https://twitter.com/Ablaze__b/status/940362576134852608
mariamshifaa;2017-12-12 01:25;0;1;"Wuthering Hayats. #SaudiMovieTitles";;;#SaudiMovieTitles;"940361873513418754";https://twitter.com/mariamshifaa/status/940361873513418754
hebaabdulcader;2017-12-12 01:23;0;19;"The Fault in Our Prayers. #SaudiMovieTitles";;;#SaudiMovieTitles;"940361475725590528";https://twitter.com/hebaabdulcader/status/940361475725590528
Mz_Ayeesha;2017-12-12 01:22;0;0;"This hashtag #SaudiMovieTitles";;;#SaudiMovieTitles;"940361203062370304";https://twitter.com/Mz_Ayeesha/status/940361203062370304
PalmTreeMusings;2017-12-12 01:21;0;1;""Last of the Mohammedians". #SaudiMovieTitles . "Dune"";;;#SaudiMovieTitles;"940361031850786816";https://twitter.com/PalmTreeMusings/status/940361031850786816
trendinaliaID;2017-12-12 01:19;0;0;"⒈ #TolCkmpk ⒉ #SaudiMovieTitles ⒊ #greeners ⒋ #radioguemati ⒌ #UCLDraw ⒍ Jakarta ⒎ Harbolnas ⒏ Chelsea vs Barcelona ⒐ Ketua DPR ⒑ Rasuna Said 2017/12/12 06:10 WIB #trndnl http://www. trendinalia.com/twitter-trendi ng-topics/indonesia/indonesia-today.html …";;;#TolCkmpk #SaudiMovieTitles #greeners #radioguemati #UCLDraw #trndnl;"940360398271692801";https://twitter.com/trendinaliaID/status/940360398271692801
mariamshifaa;2017-12-12 01:17;7;17;"Star Wars: Return of the Jeddah #SaudiMovieTitles";;;#SaudiMovieTitles;"940359972923367424";https://twitter.com/mariamshifaa/status/940359972923367424
HuzefahN;2017-12-12 01:16;0;0;"The Silence of the Camels #SaudiMovieTitles";;;#SaudiMovieTitles;"940359676327317504";https://twitter.com/HuzefahN/status/940359676327317504
HuzefahN;2017-12-12 01:13;0;1;"Shawarmageddon #SaudiMovieTitles";;;#SaudiMovieTitles;"940358906240434178";https://twitter.com/HuzefahN/status/940358906240434178
tribunnews;2017-12-12 01:10;0;1;"Ustadz Abdul Somad Sentil: Yang Kemarin Pucat Debat Lawan Felix Siauw, Abu Janda Pun Membalas http:// style.tribunnews.com/2017/12/12/ust adz-abdul-somad-sentil-yang-kemarin-pucat-debat-lawan-felix-siauw-abu-janda-pun-membalas … via @TribunStyle #banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions";;@TribunStyle;#banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions;"940358124300525568";https://twitter.com/tribunnews/status/940358124300525568
otaku_Hika;2017-12-12 01:09;0;1;"written & directed by El-erify #SaudiMovieTitles https:// twitter.com/Juve_mansour/s tatus/940326699396485120 …";;;#SaudiMovieTitles;"940357814807130113";https://twitter.com/otaku_Hika/status/940357814807130113
Haf_025;2017-12-12 01:08;0;0;"Lost in Fusha Arabic #SaudiMovieTitles";;;#SaudiMovieTitles;"940357719164444673";https://twitter.com/Haf_025/status/940357719164444673
MehadDawide;2017-12-12 01:07;0;0;"#SaudiMovieTitles https:// twitter.com/awkwardmuslim/ status/940195644379160577 …";;;#SaudiMovieTitles;"940357444487794688";https://twitter.com/MehadDawide/status/940357444487794688
Haf_025;2017-12-12 01:06;0;0;"Breakfast at Fatimas #SaudiMovieTitles";;;#SaudiMovieTitles;"940357118997254144";https://twitter.com/Haf_025/status/940357118997254144
TheRealCulls;2017-12-12 01:04;0;0;"If you have nothing else to do and want a laugh, see #SaudiMovieTitles";;;#SaudiMovieTitles;"940356675151761408";https://twitter.com/TheRealCulls/status/940356675151761408
Haf_025;2017-12-12 01:02;0;0;"Akhi, where’s my camel? #SaudiMovieTitles";;;#SaudiMovieTitles;"940356037810454529";https://twitter.com/Haf_025/status/940356037810454529
TheRealCulls;2017-12-12 01:00;0;1;"@SeanMoncrieff @ivancorless Have a look at #SaudiMovieTitles";;@SeanMoncrieff @ivancorless;#SaudiMovieTitles;"940355689561710592";https://twitter.com/TheRealCulls/status/940355689561710592
otaku_Hika;2017-12-12 01:00;1;2;""Lord of the kings" #SaudiMovieTitles https:// twitter.com/Adel_D_Z/statu s/940274626315288582 …";;;#SaudiMovieTitles;"940355583802335234";https://twitter.com/otaku_Hika/status/940355583802335234
arafahmuz;2017-12-12 00:54;0;0;"RT AwkwardMuslim: I Know What You Ate Last Ramadan #SaudiMovieTitles";;;#SaudiMovieTitles;"940354109403811840";https://twitter.com/arafahmuz/status/940354109403811840
tribunnews;2017-12-12 00:52;0;3;"Ingat Nia-Adit AFI? Berawal dari Cinta Lokasi Di Ajang Pencarian Bakat, Begini Kabar Mereka Sekarang http:// style.tribunnews.com/2017/12/11/ing at-nia-adit-afi-berawal-dari-cinta-lokasi-di-ajang-pencarian-bakat-begini-kabar-mereka-sekarang … via @TribunStyle #banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions";;@TribunStyle;#banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions;"940353647132553216";https://twitter.com/tribunnews/status/940353647132553216
tribunnews;2017-12-12 00:52;0;2;"Syok di Awal Menikah, Siapa Sangka Ashanty Pernah Minta Cerai dari Anang Hermansyah http:// style.tribunnews.com/2017/12/11/syo k-di-awal-menikah-siapa-sangka-ashanty-pernah-minta-cerai-dari-anang-hermansyah … via @TribunStyle #banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions";;@TribunStyle;#banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions;"940353550873325568";https://twitter.com/tribunnews/status/940353550873325568
sarasoraroxas;2017-12-12 00:52;0;1;"Madea and the Mahrams #SaudiMovieTitles";;;#SaudiMovieTitles;"940353537296535565";https://twitter.com/sarasoraroxas/status/940353537296535565
tribunnews;2017-12-12 00:51;0;2;"Lihat Video Cewek Nyanyi Ini, Ekspresinya Pas Lupa Lirik Bikin Ngakak So Hard! http:// style.tribunnews.com/2017/12/11/lih at-video-cewek-nyanyi-ini-ekspresinya-pas-lupa-lirik-bikin-ngakak-so-hard … via @TribunStyle #banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions";;@TribunStyle;#banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions;"940353419243425792";https://twitter.com/tribunnews/status/940353419243425792
tribunnews;2017-12-12 00:50;0;0;"Apakah Buku Ini Layak Jadi Bacaan Anak-anak? Gambarnya Sih Lucu, Tapi Alur Ceritanya http:// style.tribunnews.com/2017/12/11/apa kah-buku-ini-layak-jadi-bacaan-anak-anak-gambarnya-sih-lucu-tapi-alur-ceritanya-ambigu … via @TribunStyle #banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions";;@TribunStyle;#banjir #inibaruindonesia #TanyaKPK #Harbolnas #KetuaDPR #SaudiMovieTitles #gubernur #Palestina #yerusalem #Kaleidoskop2017 #LigaChampions;"940353215375142915";https://twitter.com/tribunnews/status/940353215375142915
h_assan_;2017-12-12 00:46;0;0;"Lol @#SaudiMovieTitles";;@;#SaudiMovieTitles;"940352211946786816";https://twitter.com/h_assan_/status/940352211946786816
armoredbat;2017-12-12 00:42;0;0;"Sheikhspeare in love #SaudiMovieTitles";;;#SaudiMovieTitles;"940351068747304960";https://twitter.com/armoredbat/status/940351068747304960
dr_ishmex;2017-12-12 00:41;1;0;"Masha Allah Behaviors #SaudiMovieTitles";;;#SaudiMovieTitles;"940350737678241794";https://twitter.com/dr_ishmex/status/940350737678241794
armoredbat;2017-12-12 00:40;0;0;"The Mosque #SaudiMovieTitles";;;#SaudiMovieTitles;"940350587169853440";https://twitter.com/armoredbat/status/940350587169853440
trendinaliaID;2017-12-12 00:39;0;0;"⒈ #TolCkmpk ⒉ #SaudiMovieTitles ⒊ #greeners ⒋ #radioguemati ⒌ #UCLDraw ⒍ Jakarta ⒎ Chelsea vs Barcelona ⒏ Harbolnas ⒐ Ketua DPR ⒑ Rasuna Said 2017/12/12 05:30 WIB #trndnl http://www. trendinalia.com/twitter-trendi ng-topics/indonesia/indonesia-today.html …";;;#TolCkmpk #SaudiMovieTitles #greeners #radioguemati #UCLDraw #trndnl;"940350328951554048";https://twitter.com/trendinaliaID/status/940350328951554048
tareeq_i_am;2017-12-12 00:38;3;1;"Jinnbusters #SaudiMovieTitles";;;#SaudiMovieTitles;"940350115990077443";https://twitter.com/tareeq_i_am/status/940350115990077443
armoredbat;2017-12-12 00:38;0;0;"Silence of Islams #SaudiMovieTitles";;;#SaudiMovieTitles;"940350064370814981";https://twitter.com/armoredbat/status/940350064370814981
blake_tula;2017-12-12 00:37;0;0;"This #SaudiMovieTitles hashtag is lit abeg";;;#SaudiMovieTitles;"940349851543527425";https://twitter.com/blake_tula/status/940349851543527425
emrnbh;2017-12-12 00:37;0;1;"@AwkwardMuslim Hunger Games: Catching Suhoor #SaudiMovieTitles";;@AwkwardMuslim;#SaudiMovieTitles;"940349832102891521";https://twitter.com/emrnbh/status/940349832102891521
tareeq_i_am;2017-12-12 00:32;0;1;"Fifty Shades of Green #SaudiMovieTitles";;;#SaudiMovieTitles;"940348646712856577";https://twitter.com/tareeq_i_am/status/940348646712856577
tareeq_i_am;2017-12-12 00:31;1;2;"Night at the Masjid #SaudiMovieTitles";;;#SaudiMovieTitles;"940348272647872512";https://twitter.com/tareeq_i_am/status/940348272647872512
TheOblongata;2017-12-12 00:30;0;0;"Check out #SaudiMovieTitles Folks are rocking it";;;#SaudiMovieTitles;"940348111616118785";https://twitter.com/TheOblongata/status/940348111616118785
